<<<<<<< HEAD
,danceability,liveness,loudness,valence,<Phit
0,0.686391843971631,0.11639497456131244,0.8585548981870887,0.5246864679677775,1.0
1,0.7606382978723403,0.09251375765756412,0.8925083755078767,0.6532886140803918,1.0
2,0.729609929078014,0.16415740836880904,0.9288854040440042,0.7695449541661952,1.0
3,0.45921985815602834,0.10393520922022635,0.8993988642573718,0.1471105669811418,1.0
4,0.799423758865248,0.07849652164884229,0.8799866942286219,0.45987098632701984,1.0
5,0.8116134751773049,0.12262485723185547,0.877396820871053,0.34052819473451373,1.0
6,0.7462322695035459,0.3147129062402658,0.8265735262670184,0.0878506980524491,0.0
7,0.9589982269503544,0.1807704288235905,0.801411362178345,0.6162511959999588,1.0
8,0.8382092198581558,0.13612293635136538,0.9238006985529975,0.650202162573689,1.0
9,0.3284574468085106,0.07091683106634825,0.8497635849549744,0.48867786705624544,1.0
10,0.30296985815602834,0.050773543764925766,0.8482429253688789,0.34361464624121646,1.0
11,0.7828014184397162,0.08316893365174954,0.8844061111507118,0.5925884011152379,1.0
12,0.8082890070921983,0.3417090644792857,0.8856891676764798,0.3868249673350549,1.0
13,0.605496453900709,0.1392378776866369,0.9045548506664768,0.5020524902519573,1.0
14,0.6398492907801417,0.030422593707818506,0.8790125216812794,0.7201617300589512,1.0
15,0.47473404255319146,0.3271726715813519,0.8773493002589875,0.19032088807498018,1.0
16,0.680851063829787,0.16519572214723294,0.9288854040440042,0.745882159281474,0.0
17,0.8758865248226948,0.14235281902190844,0.956138475063559,0.9341557011903414,0.0
18,0.6498226950354609,0.2804485515522791,0.885760448594578,0.6234529161822653,1.0
19,0.6487145390070921,0.036860139134046316,0.9420248532801104,0.398141956192965,1.0
20,0.7462322695035459,0.34586231959298097,0.7292037921448429,0.9711931192707745,1.0
21,0.6365248226950353,0.08316893365174954,0.9250362344667,0.5421763598390931,1.0
22,0.9589982269503544,0.10497352299865019,0.8993038230332409,0.17077336186586284,1.0
23,0.6797429078014183,0.27525698266015985,0.9124195119633143,0.2849720676138643,1.0
24,0.45146276595744667,0.09147544387914028,0.9086178629980756,0.36521980678813565,1.0
25,0.8393173758865247,0.14442944657875612,0.9528595528310406,0.5380610911634893,1.0
26,0.7429078014184395,0.08628387498702107,0.8034309881911281,0.5627527032171113,1.0
27,0.665336879432624,0.09666701277125947,0.8159526694703829,0.3333264745522073,1.0
28,0.5323581560283687,0.11950991589658393,0.8912728395941741,0.41974711673988413,1.0
29,0.6232269503546097,0.09562869899283563,0.9280062727207927,0.8333316186380519,1.0
30,0.5866578014184395,0.09147544387914028,0.8888968089909,0.4516404489758125,1.0
31,0.7750443262411345,0.16000415325511372,0.9525269085465822,0.7376516219302669,1.0
32,0.4725177304964538,0.05648426954625688,0.9342552332074039,0.7376516219302669,1.0
33,0.5345744680851063,0.3126362786834181,0.9044122888302802,0.4753032438605336,1.0
34,0.670877659574468,0.1755788599314713,0.8897521800080787,0.7366228047613659,0.0
35,0.7972074468085104,0.1807704288235905,0.8859742913488727,0.8827148427452958,0.0
36,0.7152039007092198,0.21607309729000104,0.9238244588590302,0.5576086173726068,1.0
37,0.7030141843971629,0.037586958778943,0.9343502744315348,0.6306546363645716,1.0
38,0.7384751773049644,0.1631190945903852,0.8342005845035285,0.3600757209436311,1.0
39,0.680851063829787,0.10289689544180251,0.9496519115166204,0.1553411043323491,0.0
40,0.31959219858156024,0.2804485515522791,0.7631810297716636,0.3919690531795595,0.0
41,0.47030141843971623,0.06437545426227806,0.9317128804619005,0.30863486249858535,1.0
42,0.5800088652482268,0.28148686533070294,0.827357616366099,0.17797508204816923,1.0
43,0.4946808510638297,0.1080884643339217,0.9219236343764109,0.5812714122573277,0.0
44,0.19769503546099287,0.09874364032810715,0.8251241475990212,0.7767466743485015,1.0
45,0.627659574468085,0.07143598795556017,0.8922945327535821,0.7510262451259787,1.0
46,0.6553634751773049,0.1735022323746236,0.753581866134436,0.18620561939937655,0.0
47,0.9135638297872337,0.03644481362267678,0.8499536674032363,0.7283922674101585,1.0
48,0.6664450354609927,0.0647907797736476,0.8676075747855634,0.7037006553565367,0.0
49,0.9745124113475175,0.19011525282940503,0.7806448547057288,0.6820954948096173,0.0
50,0.7528812056737587,0.0764198940919946,0.7066552617197711,0.8425909731581601,1.0
51,0.6664450354609927,0.0821306198733257,0.9288378834319387,0.5360034568256875,0.0
52,0.853723404255319,0.4341189907590074,0.8965476275334427,0.7345651704235642,0.0
53,0.6464982269503544,0.09459038521441179,0.8983058901798656,0.5967036697908414,1.0
54,0.4669769503546098,0.2441075693074447,0.9009432841495,0.5720120577372196,0.0
55,0.27969858156028365,0.046827951406915175,0.7974196307648443,0.16048519017685367,0.0
56,0.8060726950354609,0.07351261551240786,0.8391664884643716,0.46810152367822716,0.0
57,0.8215868794326239,0.0634409718616966,0.8499061467911708,0.8302451671313492,1.0
58,0.599955673758865,0.33028761291662345,0.752560172975028,0.8858012942519985,0.0
59,0.22096631205673756,0.33963243692243794,0.6367524413714449,0.2541075525468369,1.0
60,0.7473404255319147,0.2492991381995639,0.9081426568774207,0.698556569512032,1.0
61,0.6298758865248225,0.13093136745924622,0.9593223560719464,0.47324560952273176,1.0
62,0.7850177304964537,0.10705015055549787,0.8901561052106353,0.26336690706694516,1.0
63,0.8226950354609928,0.08316893365174954,0.8400931403996486,0.3960843218551631,1.0
64,0.7451241134751773,0.039767417713633055,0.8906550716373228,0.6563750655870946,1.0
65,0.7107712765957445,0.4445021285432458,0.736735809157222,0.8744843053940884,0.0
66,0.476950354609929,0.0821306198733257,0.7071542281464587,0.1851768022304756,0.0
67,0.46919326241134746,0.3375558093655903,0.8578183287000738,0.9907406454798918,0.0
68,0.8215868794326239,0.044128335583013184,0.8862831753272984,0.6049342071420488,1.0
69,0.5955230496453899,0.0802616550721628,0.860740846342101,0.36316217245033383,1.0
70,0.5988475177304963,0.14858270169245147,0.9281963551690547,0.5545221658659041,1.0
71,0.5844414893617019,0.09251375765756412,0.904436049136313,0.16562927602135824,1.0
72,0.5700354609929077,0.35728377115564325,0.9080951362653552,0.25719400405353965,1.0
73,0.6066046099290778,0.26798878621119304,0.7920260412954121,0.5442339941768949,1.0
74,0.7351507092198579,0.07268196448966877,0.8773255399529547,0.5586374345415076,1.0
75,0.6564716312056736,0.28771674800124597,0.9383657661510681,0.4043148592063704,1.0
76,0.44703014184397155,0.12781642612397467,0.6296718701736881,0.5967036697908414,1.0
77,0.4880319148936169,0.6521648842280137,0.9215197091738543,0.7551415138015825,1.0
78,0.7562056737588652,0.17869380126674278,0.9686126357307484,0.36419098961923474,1.0
79,0.8260195035460991,0.38324161561623926,0.9330672179057667,0.8168705439356373,0.0
80,0.6265514184397162,0.24826082442114006,0.8888968089909,0.5853866809329313,1.0
81,0.5312499999999999,0.11016509189076938,0.9518616199776655,0.989711828310991,0.0
82,0.5833333333333331,0.05336932821098536,0.8524009789246086,0.21501250012860212,1.0
83,0.4459219858156028,0.2835634928875506,0.8512129636229716,0.5452628113457958,1.0
84,0.7473404255319147,0.32613435780292804,0.974528951932901,0.9722219364396752,0.0
85,0.9135638297872337,0.07133215657771778,0.7872739800888637,0.24279056368892685,0.0
86,0.2952127659574467,0.7715709687467552,0.7623731793665505,0.398141956192965,0.0
87,0.789450354609929,0.10082026788495484,0.9299783781215103,0.8395045216514573,1.0
88,0.39937943262411346,0.048593084830235694,0.9412882837930954,0.6697496887828064,0.0
89,0.669769503546099,0.0718513134669297,0.8072326371563667,0.9002047346166113,1.0
90,0.7916666666666664,0.20465164572733877,0.9083327393256827,0.6646056029383017,0.0
91,0.6043882978723403,0.09459038521441179,0.7623731793665505,0.348758732085721,1.0
92,0.5921985815602835,0.0893988163222926,0.8706251336517216,0.4927931357318491,1.0
93,0.6320921985815602,0.08524556120859725,0.8716230665050968,0.23558884350662043,1.0
