,acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost,link,Peak_Pos,WoC
12,0.0559,New Man,Ed Sheeran,62,0.78,189280,0.745,0.0,7,0.0595,-3.97,1,0.145,94.02600000000001,4,New Man,8,0.862,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/New%20Man/,05,14
13,0.0895,Scared to Be Lonely,Martin Garrix,62,0.584,220883,0.54,0.0,1,0.261,-7.7860000000000005,0,0.0576,137.972,4,Scared to Be Lonely,1,0.19,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Scared%20to%20Be%20Lonely/,14,22
14,0.251,What Do I Know?,Ed Sheeran,62,0.838,237333,0.49200000000000005,0.0,1,0.262,-5.69,0,0.038,115.09200000000001,4,What Do I Know?,10,0.895,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/What%20Do%20I%20Know?/,09,17
15,0.0733,Chained To The Rhythm,Katy Perry,59,0.44799999999999995,237734,0.8009999999999999,0.0,0,0.146,-5.3629999999999995,1,0.165,189.798,4,Chained To The Rhythm,9,0.47700000000000004,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Chained%20To%20The%20Rhythm/,05,21
16,0.013000000000000001,That's What I Like,Bruno Mars,62,0.853,206693,0.56,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,That's What I Like,4,0.86,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/That's%20What%20I%20Like/,12,26
17,0.424,How Would You Feel (Paean),Ed Sheeran,62,0.617,280533,0.439,0.0,9,0.127,-5.63,1,0.0269,139.97899999999998,4,How Would You Feel (Paean),11,0.242,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/How%20Would%20You%20Feel/,02,12
18,0.368,Issues,Julia Michaels,58,0.6829999999999999,176347,0.42700000000000005,0.0,8,0.0604,-6.827000000000001,1,0.0777,113.634,4,Issues,1,0.431,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Issues/,10,37
19,0.23199999999999998,Stay (with Alessia Cara),Zedd,59,0.679,210091,0.634,0.0,5,0.115,-5.024,0,0.0654,102.01299999999999,4,Stay (with Alessia Cara),1,0.503,1,False,False,True,False,False,http://www.officialcharts.com/search/singles/Stay/,08,21
20,0.086,Eraser,Ed Sheeran,62,0.64,227427,0.812,0.0,8,0.0509,-5.647,0,0.0834,86.01299999999999,4,Eraser,1,0.914,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Eraser/,14,08
21,0.914,Supermarket Flowers,Ed Sheeran,62,0.589,221107,0.242,0.0,6,0.0887,-10.517000000000001,1,0.0442,89.749,4,Supermarket Flowers,12,0.257,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Supermarket%20Flowers/,08,14
22,0.44799999999999995,Barcelona,Ed Sheeran,62,0.747,191147,0.76,0.0,1,0.153,-4.294,1,0.187,99.975,4,Barcelona,13,0.682,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Barcelona/,12,13
23,0.7190000000000001,Hearts Don't Break Around Here,Ed Sheeran,62,0.604,248413,0.366,0.0,7,0.162,-7.881,1,0.0267,105.177,3,Hearts Don't Break Around Here,9,0.18100000000000002,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Hearts%20Don't%20Break%20Around%20Here/,15,08
24,0.406,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,62,0.72,251088,0.763,0.0,9,0.18,-4.0680000000000005,0,0.0523,101.965,4,Rockabye (feat. Sean Paul & Anne-Marie),1,0.748,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Rockabye/,01,41
25,0.498,Slide,Calvin Harris,62,0.736,230813,0.795,1.21e-06,1,0.254,-3.299,0,0.0545,104.066,4,Slide,1,0.508,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Slide/,10,25
26,0.11699999999999999,Nancy Mulligan,Ed Sheeran,62,0.68,179787,0.852,0.0,7,0.0866,-4.35,1,0.0349,101.993,4,Nancy Mulligan,15,0.858,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Nancy%20Mulligan/,13,10
27,0.0162,Green Light,Lorde,59,0.616,234653,0.7140000000000001,1.23e-05,9,0.0817,-7.792000000000001,1,0.0982,128.924,4,Green Light,1,0.22699999999999998,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Green%20Light/,20,18
28,0.42700000000000005,I Feel It Coming,Weeknd,2,0.768,269187,0.813,0.0,0,0.102,-5.94,0,0.128,92.994,4,I Feel It Coming,18,0.5760000000000001,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/I%20Feel%20It%20Coming/,09,29
29,0.695,Say You Won't Let Go,James Arthur,60,0.358,211467,0.557,0.0,10,0.0902,-7.398,1,0.059000000000000004,85.04299999999999,4,Say You Won't Let Go,2,0.475,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Say%20You%20Won't%20Let%20Go/,01,42
30,0.139,Cold,Maroon 5,59,0.703,234308,0.715,0.0,9,0.0456,-6.285,0,0.114,99.92399999999999,4,Cold,1,0.495,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Cold/,24,13
31,0.0524,Believer,Imagine Dragons,59,0.779,204347,0.787,0.0,10,0.14,-4.305,0,0.10800000000000001,124.98200000000001,4,Believer,3,0.7,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Believer/,42,29
32,0.52,Bibia Be Ye Ye,Ed Sheeran,62,0.738,176747,0.677,0.0,7,0.133,-5.121,1,0.0824,127.06700000000001,4,Bibia Be Ye Ye,14,0.882,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Bibia%20Be%20Ye%20Ye/,18,08
33,0.414,Closer,Chainsmokers,62,0.748,244960,0.524,0.0,8,0.111,-5.599,1,0.0338,95.01,4,Closer,1,0.635,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Closer/,01,47
34,0.0623,Call On Me - Ryan Riback Extended Remix,Starley,2,0.6759999999999999,222041,0.843,0.000752,0,0.18100000000000002,-4.0680000000000005,1,0.0367,105.00299999999999,4,Call On Me - Ryan Riback Extended Remix,6,0.725,1,False,True,False,False,False,http://www.officialcharts.com/search/singles/Call%20On%20Me%20-%20Ryan%20Riback%20Extended%20Remix/,0,0
35,0.37799999999999995,iSpy (feat. Lil Yachty),KYLE,62,0.746,253107,0.653,0.0,7,0.22899999999999998,-6.745,1,0.289,75.016,4,iSpy (feat. Lil Yachty),1,0.6629999999999999,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/iSpy/,33,18
36,0.165,Starboy,Weeknd,59,0.6809999999999999,230453,0.594,3.49e-06,7,0.134,-7.028,1,0.282,186.054,4,Starboy,1,0.51,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Starboy/,02,38
37,0.85,Save Myself,Ed Sheeran,62,0.552,247107,0.29,0.0,10,0.22699999999999998,-5.617000000000001,1,0.0448,78.842,4,Save Myself,16,0.48100000000000004,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Save%20Myself/,19,06
38,0.061,Bad and Boujee (feat. Lil Uzi Vert),Migos,61,0.927,343150,0.665,0.0,11,0.12300000000000001,-5.313,1,0.244,127.07600000000001,4,Bad and Boujee (feat. Lil Uzi Vert),4,0.166,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Bad%20and%20Boujee/,30,15
39,0.105,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,41,0.8029999999999999,203180,0.743,2.12e-06,1,0.099,-3.602,0,0.0681,108.005,4,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),1,0.674,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Run%20Up/,0,0
40,0.157,"How Far I'll Go - From ""Moana""",Alessia Cara,29,0.314,175517,0.555,0.00010800000000000001,9,0.067,-9.601,1,0.37,179.666,4,"How Far I'll Go - From ""Moana""",1,0.156,1,False,False,False,False,False,"http://www.officialcharts.com/search/singles/How%20Far%20I'll%20Go%20-%20From%20""Moana""/",0,0
41,0.187,Chantaje,Shakira,60,0.852,195840,0.773,3.05e-05,8,0.159,-2.9210000000000003,0,0.0776,102.03399999999999,4,Chantaje,3,0.9079999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Chantaje/,0,0
42,0.0102,Mask Off,Future,62,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,Mask Off,7,0.28600000000000003,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Mask%20Off/,22,27
43,0.0435,Solo Dance,Martin Jensen,45,0.7440000000000001,174933,0.836,0.0,6,0.19399999999999998,-2.396,0,0.0507,114.965,4,Solo Dance,1,0.354,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Solo%20Dance/,07,33
44,0.13699999999999998,Weak,AJR,1,0.6729999999999999,201160,0.637,0.0,5,0.184,-4.518,1,0.0429,123.98,4,Weak,3,0.675,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Weak/,58,05
45,0.0038299999999999996,Just Hold On,Steve Aoki,58,0.647,198774,0.932,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,Just Hold On,1,0.387,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Just%20Hold%20On/,02,15
46,0.0556,All Time Low,Jon Bellion,59,0.609,217603,0.57,0.0,0,0.0915,-4.239,1,0.10400000000000001,90.195,4,All Time Low,3,0.523,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/All%20Time%20Low/,86,01
47,0.00251,All Night,Vamps,0,0.563,197793,0.775,0.0,8,0.326,-6.433,1,0.0366,144.945,4,All Night,1,0.43799999999999994,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/All%20Night/,24,26
48,0.243,El Amante,Nicky Jam,61,0.6829999999999999,219507,0.691,0.0,8,0.14,-5.535,1,0.0432,179.91,4,El Amante,5,0.746,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/El%20Amante/,0,0
49,0.105,Bounce Back,Big Sean,3,0.77,222360,0.5670000000000001,0.0,2,0.125,-5.6979999999999995,1,0.175,81.477,4,Bounce Back,3,0.256,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Bounce%20Back/,67,03
50,0.198,Congratulations,Post Malone,3,0.627,220293,0.812,0.0,6,0.212,-4.215,1,0.0358,123.071,4,Congratulations,12,0.49700000000000005,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Congratulations/,26,29
51,0.0784,Let Me Love You,DJ Snake,58,0.47600000000000003,205947,0.718,1.0199999999999999e-05,8,0.122,-5.309,1,0.0576,199.864,4,Let Me Love You,13,0.14300000000000002,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Let%20Me%20Love%20You/,02,34
52,0.21,Bad Things (with Camila Cabello),Machine Gun Kelly,3,0.675,239293,0.69,0.0,2,0.287,-4.761,1,0.132,137.817,4,Bad Things (with Camila Cabello),10,0.27699999999999997,1,False,False,True,False,False,http://www.officialcharts.com/search/singles/Bad%20Things/,16,12
53,0.10800000000000001,Fake Love,Drake,3,0.927,210937,0.488,0.0,9,0.196,-9.433,0,0.42,133.987,4,Fake Love,20,0.599,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Fake%20Love/,10,29
54,0.163,You Don't Know Me - Radio Edit,Jax Jones,57,0.8759999999999999,213947,0.669,0.0,11,0.185,-6.053999999999999,0,0.138,124.007,4,You Don't Know Me - Radio Edit,1,0.677,1,False,False,False,True,False,http://www.officialcharts.com/search/singles/You%20Don't%20Know%20Me%20-%20Radio%20Edit/,0,0
55,0.034,24K Magic,Bruno Mars,62,0.818,225983,0.8029999999999999,0.0,1,0.153,-4.282,1,0.0797,106.97,4,24K Magic,1,0.632,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/24K%20Magic/,05,33
56,0.0576,Tunnel Vision,Kodak Black,62,0.49700000000000005,268187,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.85299999999998,4,Tunnel Vision,10,0.231,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Tunnel%20Vision/,0,0
57,0.33799999999999997,Don't Wanna Know,Maroon 5,59,0.7829999999999999,214480,0.623,0.0,7,0.0975,-6.126,1,0.08,100.04799999999999,4,Don't Wanna Know,1,0.447,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Don't%20Wanna%20Know/,05,22
58,0.0744,SUBEME LA RADIO,Enrique Iglesias,62,0.684,208163,0.823,0.0,9,0.111,-3.2969999999999997,0,0.0773,91.04799999999999,4,SUBEME LA RADIO,1,0.645,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/SUBEME%20LA%20RADIO/,0,0
59,0.4,Reggaetón Lento (Bailemos),CNCO,61,0.7609999999999999,222560,0.838,0.0,4,0.17600000000000002,-3.073,0,0.0502,93.97399999999999,4,Reggaetón Lento (Bailemos),3,0.7170000000000001,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Reggaetón%20Lento/,05,27
60,0.00784,One Dance,Drake,59,0.7909999999999999,173987,0.619,0.004229999999999999,1,0.35100000000000003,-5.886,1,0.0532,103.98899999999999,4,One Dance,12,0.376,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/One%20Dance/,01,65
61,0.222,Don't Leave,Snakehips,62,0.657,214693,0.703,0.0,1,0.256,-3.4019999999999997,1,0.0753,122.381,4,Don't Leave,1,0.344,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Don't%20Leave/,27,12
62,0.11199999999999999,Shed a Light,Robin Schulz,62,0.483,191379,0.787,0.0,8,0.257,-5.244,1,0.102,122.05799999999999,4,Shed a Light,1,0.556,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Shed%20a%20Light/,0,0
63,0.242,T-Shirt,Migos,61,0.865,242407,0.687,0.0,10,0.158,-3.7439999999999998,0,0.217,139.023,4,T-Shirt,2,0.515,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/T-Shirt/,0,0
64,0.0545,September Song,JP Cooper,58,0.623,220291,0.654,0.0,0,0.0838,-5.675,0,0.0372,95.921,4,September Song,1,0.396,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/September%20Song/,07,31
65,0.586,Hear Me Now,Alok,8,0.789,192846,0.442,0.00366,11,0.0927,-7.843999999999999,1,0.0421,121.971,4,Hear Me Now,1,0.455,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Hear%20Me%20Now/,0,0
66,0.0303,Selfish,Future,62,0.415,251423,0.369,7.64e-06,8,0.38299999999999995,-10.044,1,0.0741,95.74600000000001,4,Selfish,15,0.0951,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Selfish/,94,01
67,0.0592,In the Name of Love,Martin Garrix,1,0.49,195840,0.485,0.0,4,0.337,-6.237,0,0.0406,133.889,4,In the Name of Love,2,0.185,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/In%20the%20Name%20of%20Love/,09,30
68,0.371,Starving,Hailee Steinfeld,1,0.636,181880,0.633,0.0,4,0.102,-4.23,1,0.126,99.721,4,Starving,6,0.527,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Starving/,05,36
69,0.0736,Cold Water (feat. Justin Bieber & MØ),Major Lazer,41,0.608,185352,0.7979999999999999,0.0,6,0.156,-5.092,0,0.0432,92.943,4,Cold Water (feat. Justin Bieber & MØ),1,0.488,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Cold%20Water/,01,32
70,0.0504,I Got You,Bebe Rexha,61,0.609,191812,0.887,4.76e-06,9,0.09,-4.749,0,0.0507,97.99,4,I Got You,1,0.303,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/I%20Got%20You/,91,03
71,0.0559,Otra Vez (feat. J Balvin),Zion & Lennox,58,0.8320000000000001,209453,0.772,0.00048600000000000005,10,0.44,-5.428999999999999,1,0.1,96.016,4,Otra Vez (feat. J Balvin),7,0.7140000000000001,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Otra%20Vez/,0,0
72,0.0848,Love On The Brain,Rihanna,2,0.506,224000,0.6409999999999999,8.09e-06,4,0.073,-4.815,0,0.0456,171.957,3,Love On The Brain,11,0.385,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Love%20On%20The%20Brain/,0,0
73,0.0408,Side To Side,Ariana Grande,58,0.648,226160,0.738,0.0,6,0.292,-5.882999999999999,0,0.247,159.145,4,Side To Side,5,0.606,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Side%20To%20Side/,04,32
74,0.0189,Water Under the Bridge,Adele,18,0.596,240427,0.838,1.5399999999999998e-05,5,0.10800000000000001,-6.52,0,0.0704,94.98200000000001,4,Water Under the Bridge,6,0.479,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Water%20Under%20the%20Bridge/,39,17
75,0.607,Photograph,Ed Sheeran,2,0.614,258987,0.379,0.00046399999999999995,4,0.0986,-10.48,1,0.0476,107.98899999999999,4,Photograph,6,0.198,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Photograph/,15,92
76,0.7290000000000001,Sunset Lover,Petit Biscuit,62,0.7829999999999999,237793,0.467,0.809,6,0.109,-9.474,1,0.0503,90.838,4,Sunset Lover,1,0.23600000000000002,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Sunset%20Lover/,0,0
77,0.46299999999999997,Body Like A Back Road,Sam Hunt,3,0.731,165387,0.469,1.04e-06,5,0.10300000000000001,-7.226,1,0.0326,98.963,4,Body Like A Back Road,1,0.618,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Body%20Like%20A%20Back%20Road/,0,0
78,0.13,Black Beatles,Rae Sremmurd,3,0.794,291893,0.6459999999999999,0.0,0,0.14,-6.235,1,0.0614,145.931,4,Black Beatles,5,0.331,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Black%20Beatles/,02,16
79,0.215,Swang,Rae Sremmurd,3,0.6779999999999999,208120,0.317,4.31e-05,8,0.10099999999999999,-9.427,1,0.0583,140.009,4,Swang,13,0.157,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Swang/,0,0
80,0.273,Now and Later,Sage Gemini,61,0.7809999999999999,193181,0.57,0.0,11,0.196,-5.874,0,0.188,107.059,4,Now and Later,1,0.858,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Now%20and%20Later/,0,0
81,0.0123,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,60,0.667,236002,0.83,0.0,0,0.191,-5.715,1,0.0749,113.03,4,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",1,0.716,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/CAN'T%20STOP%20THE%20FEELING!/,0,0
82,0.032,Touch,Little Mix,62,0.607,213307,0.718,0.0,4,0.40299999999999997,-4.095,1,0.0978,101.821,4,Touch,2,0.521,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Touch/,04,35
83,0.474,Thinking Out Loud,Ed Sheeran,2,0.7809999999999999,281560,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,Thinking Out Loud,11,0.584,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Thinking%20Out%20Loud/,01,118
84,0.551,Safari,J Balvin,58,0.508,205600,0.687,3.41e-06,0,0.126,-4.361000000000001,1,0.326,180.044,4,Safari,3,0.565,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Safari/,0,0
85,0.0935,My Way,Calvin Harris,62,0.8190000000000001,219160,0.9129999999999999,3.72e-05,4,0.161,-3.0589999999999997,0,0.0427,119.98899999999999,4,My Way,1,0.523,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/My%20Way/,04,24
86,0.0231,Me Rehúso,Danny Ocean,62,0.7440000000000001,205715,0.804,0.0,1,0.0494,-6.327000000000001,1,0.0677,104.823,4,Me Rehúso,1,0.456,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Me%20Rehúso/,0,0
87,0.221,It's Gotta Be You,Isaiah,62,0.433,193447,0.745,0.0,8,0.0981,-4.632,1,0.0377,95.47200000000001,4,It's Gotta Be You,1,0.586,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/It's%20Gotta%20Be%20You/,0,0
88,0.33,Location,Khalid,62,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,Location,3,0.322,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Location/,0,0
89,0.13699999999999998,Mercy,Shawn Mendes,1,0.469,208733,0.68,0.0,11,0.11,-4.921,0,0.11699999999999999,147.734,4,Mercy,2,0.355,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Mercy/,15,28
90,0.11599999999999999,La Rompe Corazones,Daddy Yankee,59,0.685,204520,0.8590000000000001,0.0,5,0.317,-2.595,0,0.0553,176.018,4,La Rompe Corazones,1,0.8859999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/La%20Rompe%20Corazones/,0,0
91,0.39299999999999996,Human,Rag'n'Bone Man,62,0.602,200187,0.7070000000000001,0.0,11,0.165,-4.0969999999999995,1,0.302,75.09,4,Human,1,0.539,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Human/,02,50
92,0.16,Don't Let Me Down,Chainsmokers,1,0.542,208053,0.8590000000000001,0.00466,11,0.13699999999999998,-5.651,1,0.19699999999999998,159.797,4,Don't Let Me Down,6,0.408,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Don't%20Let%20Me%20Down/,02,50
93,0.0841,Heathens,Twenty One Pilots,62,0.732,195920,0.396,3.5799999999999996e-05,4,0.105,-9.347999999999999,0,0.0286,90.024,4,Heathens,1,0.547,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Heathens/,05,36
94,0.12300000000000001,Treat You Better,Shawn Mendes,1,0.624,187973,0.8029999999999999,0.0,10,0.114,-4.105,0,0.24600000000000002,166.018,4,Treat You Better,3,0.81,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Treat%20You%20Better/,06,38
95,0.096,History,Olivia Holt,59,0.76,203992,0.63,0.0,1,0.113,-6.752000000000001,1,0.0582,100.977,4,History,5,0.5,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/History/,0,0
96,0.18600000000000003,Alone,Alan Walker,62,0.6759999999999999,161200,0.929,0.000405,10,0.121,-3.194,1,0.0458,97.01899999999999,4,Alone,1,0.151,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Alone/,0,0
97,0.0043100000000000005,Vente Pa' Ca,Ricky Martin,62,0.6629999999999999,259196,0.92,1.6899999999999997e-05,11,0.10099999999999999,-4.07,0,0.226,99.935,4,Vente Pa' Ca,1,0.521,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Vente%20Pa'%20Ca/,0,0
98,0.303,Caroline,Aminé,0,0.945,209747,0.39399999999999996,0.0,10,0.131,-8.571,1,0.49200000000000005,120.05799999999999,4,Caroline,1,0.718,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Caroline/,0,0
99,0.18100000000000002,Party Monster,Weeknd,3,0.585,249213,0.612,1.0300000000000001e-05,1,0.293,-8.341000000000001,1,0.0806,77.487,4,Party Monster,2,0.17300000000000001,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Party%20Monster/,17,09
100,0.29,Comin Out Strong,Future,62,0.628,254370,0.48100000000000004,0.0,1,0.11800000000000001,-7.775,1,0.475,108.76100000000001,5,Comin Out Strong,2,0.316,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Comin%20Out%20Strong/,83,01
101,0.27,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,62,0.639,307910,0.8690000000000001,0.0,11,0.0802,-4.024,1,0.147,169.801,4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",1,0.7659999999999999,1,True,True,False,False,False,http://www.officialcharts.com/search/singles/Sola/,0,0
102,0.0294,Scars To Your Beautiful,Alessia Cara,3,0.591,230227,0.741,0.0,0,0.11,-5.751,1,0.139,97.04799999999999,4,Scars To Your Beautiful,10,0.439,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Scars%20To%20Your%20Beautiful/,55,13
