acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost,link,Peak_Pos,WoC
0.0272,The Answer,Jeremy Camp,3,0.439,259187,0.841,0,11,0.234,-5.391,1,0.048,152.056,4,Carriers,9,0.526,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Carriers/,0,0
0.000684,The Answer,Jeremy Camp,3,0.477,188707,0.706,0,8,0.0554,-6.488,1,0.0357,136.051,4,Love So Great,10,0.325,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20So%20Great/,0,0
0.0895,The Answer,Jeremy Camp,3,0.5,195120,0.843,0,11,0.083,-5.865,1,0.0468,144.022,4,Awake O Sleeper,11,0.299,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Awake%20O%20Sleeper/,0,0
0.00811,Juan Pablo: The Philosopher,Ezra Collective,62,0.433,34453,0.768,0.82,0,0.787,-11.394,0,0.0621,129.909,4,Intro,1,0.741,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Intro/,0,0
0.733,Juan Pablo: The Philosopher,Ezra Collective,62,0.573,302013,0.761,0.819,10,0.0816,-7.747,0,0.0667,126.932,4,Juan Pablo,2,0.586,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Juan%20Pablo/,0,0
0.298,Juan Pablo: The Philosopher,Ezra Collective,62,0.514,316093,0.712,0.894,11,0.0959,-9.378,0,0.0429,127.416,4,The Philosopher,3,0.717,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Philosopher/,0,0
0.994,Juan Pablo: The Philosopher,Ezra Collective,62,0.305,65707,0.068,0.965,10,0.126,-19.095,1,0.0529,167.213,4,Dylan's Dilemma,4,0.46,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dylan's%20Dilemma/,0,0
0.29,Juan Pablo: The Philosopher,Ezra Collective,62,0.35,349267,0.608,0.79,5,0.105,-10.458,0,0.0446,125.019,4,People in Trouble,5,0.243,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/People%20in%20Trouble/,0,0
0.941,Juan Pablo: The Philosopher,Ezra Collective,62,0.711,25547,0.0499,0.117,0,0.0933,-20.254,0,0.329,127.758,3,James Speaks to the Galaxy,6,0.822,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/James%20Speaks%20to%20the%20Galaxy/,0,0
0.00858,Juan Pablo: The Philosopher,Ezra Collective,62,0.467,338907,0.652,0.893,5,0.0925,-9.714,0,0.0417,133.151,4,Space Is the Place,7,0.936,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Space%20Is%20the%20Place/,0,0
0.03,Natural Loops,Axian,62,0.691,112000,0.633,0.523,0,0.0646,-6.277,1,0.0409,89.995,4,40's,1,0.604,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/40's/,0,0
0.593,Natural Loops,Axian,62,0.733,138382,0.49,0.000173,7,0.0737,-8.404,0,0.278,170.058,4,Whatever Happens,2,0.956,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Whatever%20Happens/,0,0
0.0149,Natural Loops,Axian,62,0.704,84031,0.641,0.0657,9,0.475,-8.903,0,0.354,80.118,4,Out There,3,0.697,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Out%20There/,0,0
0.782,Natural Loops,Axian,62,0.904,136000,0.355,0.523,9,0.11,-12.965,0,0.0717,92.049,4,On the Move,4,0.838,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/On%20the%20Move/,0,0
0.545,Natural Loops,Axian,62,0.779,120014,0.709,0.924,7,0.0927,-9.242,1,0.0588,88.014,4,Lampin',5,0.821,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lampin'/,0,0
0.831,Natural Loops,Axian,62,0.723,93000,0.726,0.692,9,0.101,-7.325,0,0.434,172.147,4,Ride,6,0.791,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ride/,0,0
0.693,Natural Loops,Axian,62,0.645,121394,0.596,0.87,4,0.0984,-9.859,0,0.0398,87.144,4,Bring It Back,7,0.909,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bring%20It%20Back/,0,0
0.796,Natural Loops,Axian,62,0.674,120989,0.418,0.924,0,0.115,-12.684,0,0.119,182.164,4,Stay Legit,8,0.769,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stay%20Legit/,0,0
0.186,Natural Loops,Axian,62,0.588,184787,0.67,0.955,10,0.56,-6,1,0.145,87.972,4,Cruise Control,9,0.664,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cruise%20Control/,0,0
0.657,Natural Loops,Axian,62,0.778,110562,0.296,0.953,5,0.129,-17.749,1,0.0439,89.02,4,Sunday,10,0.92,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sunday/,0,0
0.682,Natural Loops,Axian,62,0.84,120016,0.351,0.788,0,0.104,-9.451,1,0.0703,80.05,4,Sunshine,11,0.323,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sunshine/,0,0
0.305,Crack-Up,Fleet Foxes,62,0.362,384747,0.548,0.243,5,0.683,-8.342,1,0.0407,151.635,3,I Am All That I Need / Arroyo Seco / Thumbprint Scar,1,0.149,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Am%20All%20That%20I%20Need%20/%20Arroyo%20Seco%20/%20Thumbprint%20Scar/,0,0
0.553,Crack-Up,Fleet Foxes,62,0.455,289787,0.648,0.0123,2,0.652,-6.673,1,0.0412,125.159,3,"Cassius, -",2,0.146,0,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/Cassius,%20-/",0,0
0.2,Crack-Up,Fleet Foxes,62,0.536,190560,0.493,0.313,7,0.155,-7.877,1,0.0278,97.077,4,#NAME?,3,0.153,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/#NAME?/,0,0
0.92,Crack-Up,Fleet Foxes,62,0.374,234533,0.402,0.000203,10,0.11,-7.402,0,0.0326,128.212,3,Kept Woman,4,0.175,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Kept%20Woman/,0,0
0.117,Crack-Up,Fleet Foxes,62,0.266,525427,0.464,0.0836,1,0.0867,-8.006,1,0.0322,142.777,3,Third of May / Ōdaigahara,5,0.236,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Third%20of%20May%20/%20Ōdaigahara/,0,0
0.647,Crack-Up,Fleet Foxes,62,0.521,210507,0.22,0.00814,9,0.179,-10.202,1,0.0314,104.03,4,"If You Need To, Keep Time On Me",6,0.128,0,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/If%20You%20Need%20To,%20Keep%20Time%20On%20Me/",0,0
0.372,Crack-Up,Fleet Foxes,62,0.464,249733,0.608,0.571,9,0.173,-7.748,0,0.0302,115.19,3,Mearcstapa,7,0.333,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Mearcstapa/,0,0
0.155,Crack-Up,Fleet Foxes,62,0.284,263373,0.523,0.0934,7,0.0933,-6.512,1,0.0285,100.597,4,On Another Ocean (January / June),8,0.0687,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/On%20Another%20Ocean/,0,0
0.599,Crack-Up,Fleet Foxes,62,0.367,288413,0.487,0.0747,9,0.107,-6.447,0,0.0363,111.817,4,Fool's Errand,9,0.0807,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Fool's%20Errand/,0,0
0.744,Crack-Up,Fleet Foxes,62,0.261,284373,0.399,0.829,9,0.516,-13.266,1,0.0364,158.444,3,I Should See Memphis,10,0.188,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Should%20See%20Memphis/,0,0
0.307,Crack-Up,Fleet Foxes,62,0.241,384240,0.427,0.0705,9,0.107,-8.582,0,0.0355,135.451,4,Crack-Up,11,0.0928,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Crack-Up/,0,0
0.000101,Judas,Fozzy,42,0.418,250793,0.907,0.000433,0,0.346,-3.675,1,0.0584,99.17,4,Judas,1,0.473,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Judas/,0,0
2.61E-05,Judas,Fozzy,42,0.533,236017,0.969,0.173,5,0.191,-3.454,0,0.059,130.03,4,Drinkin with Jesus,2,0.542,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Drinkin%20with%20Jesus/,0,0
4.90E-05,Judas,Fozzy,42,0.391,239780,0.93,0.000569,2,0.674,-4.16,0,0.0509,179.99,4,Painless,3,0.502,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Painless/,0,0
0.0003,Judas,Fozzy,42,0.594,198146,0.797,3.52E-05,7,0.331,-4.456,1,0.0338,118.012,4,Weight of my World,4,0.72,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Weight%20of%20my%20World/,0,0
4.50E-05,Judas,Fozzy,42,0.539,287830,0.908,0.015,2,0.47,-4.792,0,0.0443,126.016,4,Wordsworth Way,5,0.338,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Wordsworth%20Way/,0,0
0.00027,Judas,Fozzy,42,0.618,243979,0.955,1.60E-05,8,0.289,-4.365,1,0.0457,120.01,4,Burn Me Out,6,0.701,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Burn%20Me%20Out/,0,0
0.000203,Judas,Fozzy,42,0.623,256802,0.958,3.70E-05,9,0.321,-4.063,0,0.065,110.026,4,Three Days in Jail,7,0.294,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Three%20Days%20in%20Jail/,0,0
0.000132,Judas,Fozzy,42,0.561,170218,0.967,0.0848,7,0.0827,-3.693,1,0.048,130.038,4,Elevator,8,0.538,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Elevator/,0,0
2.82E-05,Judas,Fozzy,42,0.507,231497,0.959,0.0215,5,0.14,-4.203,1,0.0684,135.011,4,Running with the Bulls,9,0.572,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Running%20with%20the%20Bulls/,0,0
6.45E-05,Judas,Fozzy,42,0.383,256048,0.948,0.00494,5,0.293,-3.21,1,0.065,185.847,4,Capsized,10,0.492,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Capsized/,0,0
8.29E-05,Judas,Fozzy,42,0.505,189382,0.977,0.0166,7,0.394,-3.366,1,0.102,106.484,3,Wolves at Bay,11,0.258,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Wolves%20at%20Bay/,0,0
0.428,D.N.A.,Mario,61,0.44,249027,0.517,0,0,0.173,-7.355,1,0.363,73.881,4,Break Up,1,0.486,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Break%20Up/,0,0
0.0648,D.N.A.,Mario,61,0.607,252120,0.743,0,2,0.239,-7.115,1,0.0507,149.982,4,Thinkin' About You,2,0.296,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Thinkin'%20About%20You/,0,0
0.0304,D.N.A.,Mario,61,0.642,185813,0.64,1.11E-05,1,0.0614,-7.008,1,0.0876,154.96,4,Get Out,3,0.629,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Get%20Out/,0,0
0.00117,D.N.A.,Mario,61,0.736,190560,0.742,0.000299,8,0.0789,-4.63,1,0.0324,94.995,4,Soundtrack To My Broken Heart,4,0.421,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Soundtrack%20To%20My%20Broken%20Heart/,0,0
0.0522,D.N.A.,Mario,61,0.768,237187,0.627,0,2,0.234,-4.632,1,0.0566,120.078,4,Starlight,5,0.314,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Starlight/,0,0
0.249,D.N.A.,Mario,61,0.564,203160,0.526,2.86E-06,8,0.24,-5.39,1,0.0931,91.627,4,Stranded,6,0.203,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stranded/,0,0
0.00611,D.N.A.,Mario,61,0.622,220400,0.593,2.17E-05,8,0.263,-6.779,0,0.0363,75.025,4,Ooh Baby,7,0.377,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ooh%20Baby/,0,0
0.0109,D.N.A.,Mario,61,0.752,265520,0.977,5.82E-06,1,0.0619,-4.539,0,0.136,102.962,4,Before She Said Hi,8,0.61,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Before%20She%20Said%20Hi/,0,0
0.0819,D.N.A.,Mario,61,0.673,263013,0.628,0,9,0.0812,-5.192,1,0.0683,90.107,4,I Choose You,9,0.696,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Choose%20You/,0,0
0.235,D.N.A.,Mario,61,0.463,237373,0.849,0,11,0.258,-5.61,0,0.0567,178.006,4,Don't Walk Away,10,0.423,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Don't%20Walk%20Away/,0,0
0.0586,D.N.A.,Mario,61,0.776,228120,0.545,8.22E-05,11,0.0821,-6.472,1,0.0746,98.983,4,I Miss My Friend,11,0.36,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Miss%20My%20Friend/,0,0
0.902,D.N.A.,Mario,61,0.416,216920,0.407,0,11,0.266,-6.697,1,0.0285,129.88,4,The Hardest Moment,12,0.237,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Hardest%20Moment/,0,0
0.563,The Awakening,Kevin Ross,3,0.514,163756,0.647,0,6,0.0848,-6.355,0,0.516,179.992,4,Be Great - Intro,1,0.47,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Be%20Great%20-%20Intro/,0,0
0.0288,The Awakening,Kevin Ross,3,0.715,249252,0.613,0,2,0.235,-5.295,1,0.0435,93.012,4,Don't Forget About Me,2,0.437,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Don't%20Forget%20About%20Me/,0,0
0.367,The Awakening,Kevin Ross,3,0.699,218836,0.769,0,2,0.231,-4.399,1,0.0871,128.075,4,O.I.L.,3,0.424,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/O.I.L./,0,0
0.589,The Awakening,Kevin Ross,3,0.622,272076,0.684,1.80E-06,7,0.111,-6.574,1,0.292,90.245,4,Long Song Away,4,0.421,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Long%20Song%20Away/,0,0
0.581,The Awakening,Kevin Ross,3,0.473,196380,0.661,0,5,0.116,-5.538,1,0.289,90.925,4,Dream - Remix,5,0.359,0,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dream%20-%20Remix/,0,0
0.652,The Awakening,Kevin Ross,3,0.694,60547,0.54,0,2,0.103,-7.007,0,0.0594,87.899,4,Genesis - Pt. 1,6,0.503,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Genesis%20-%20Pt.%201/,0,0
0.571,The Awakening,Kevin Ross,3,0.62,181618,0.709,3.72E-05,8,0.119,-8.5,0,0.122,89.959,4,Don't Go,7,0.551,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Don't%20Go/,0,0
0.299,The Awakening,Kevin Ross,3,0.451,314488,0.684,0,6,0.177,-3.808,1,0.377,155.001,4,Look Up,8,0.563,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Look%20Up/,0,0
0.262,The Awakening,Kevin Ross,3,0.733,206463,0.476,0,9,0.134,-8.491,1,0.124,75.016,4,Pick You Up,9,0.692,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Pick%20You%20Up/,0,0
0.498,The Awakening,Kevin Ross,3,0.657,199539,0.583,0,9,0.167,-8.24,0,0.275,106.708,4,Be Great - Remix,10,0.518,0,FALSE,TRUE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Be%20Great%20-%20Remix/,0,0
0.187,The Awakening,Kevin Ross,3,0.688,163417,0.583,0,7,0.211,-4.724,1,0.0343,94.975,4,Easier,11,0.309,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Easier/,0,0
0.885,The Awakening,Kevin Ross,3,0.232,175498,0.308,0,9,0.122,-8.813,1,0.032,177.101,4,Her Hymn,12,0.272,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Her%20Hymn/,0,0
0.663,The Awakening,Kevin Ross,3,0.418,91474,0.604,1.23E-05,2,0.0606,-6.61,0,0.149,176.125,4,Genesis - Pt. 2,13,0.558,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Genesis%20-%20Pt.%202/,0,0
0.251,The Awakening,Kevin Ross,3,0.676,200091,0.768,0,4,0.155,-4.775,0,0.0534,104.032,4,In The Name Of Your Love,14,0.276,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/In%20The%20Name%20Of%20Your%20Love/,0,0
0.241,The Awakening,Kevin Ross,3,0.359,244645,0.699,0,1,0.139,-4.195,0,0.0383,99.532,4,New Man,15,0.195,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/New%20Man/,0,0
0.0223,THE WAR - The 4th Album,EXO,61,0.636,176026,0.702,0,0,0.293,-5.352,0,0.0334,135.104,4,전야 前夜 The Eve,1,0.516,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/전야%20前夜%20The%20Eve/,0,0
0.0319,THE WAR - The 4th Album,EXO,61,0.749,190423,0.85,4.81E-05,0,0.0678,-4.346,1,0.0468,145.983,4,Ko Ko Bop,2,0.672,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ko%20Ko%20Bop/,0,0
0.00773,THE WAR - The 4th Album,EXO,61,0.526,221349,0.828,0,6,0.296,-3.82,1,0.143,110.182,4,What U do?,3,0.663,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/What%20U%20do?/,0,0
0.0588,THE WAR - The 4th Album,EXO,61,0.609,230726,0.825,0,8,0.35,-3.311,1,0.0748,144.868,4,Forever,4,0.333,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Forever/,0,0
0.0113,THE WAR - The 4th Album,EXO,61,0.734,211196,0.76,0,0,0.408,-4.451,0,0.0852,132.074,4,다이아몬드 Diamond,5,0.367,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/다이아몬드%20Diamond/,0,0
0.159,THE WAR - The 4th Album,EXO,61,0.703,209896,0.917,0,5,0.0802,-3.269,0,0.115,109.985,4,너의 손짓 Touch It,6,0.874,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/너의%20손짓%20Touch%20It/,0,0
0.23,THE WAR - The 4th Album,EXO,61,0.743,187756,0.793,0,1,0.108,-4.944,1,0.0692,120.004,4,소름 Chill,7,0.809,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/소름%20Chill/,0,0
0.346,THE WAR - The 4th Album,EXO,61,0.73,232234,0.555,0,7,0.0786,-7.113,0,0.0299,113.968,4,기억을 걷는 밤 Walk On Memories,8,0.447,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/기억을%20걷는%20밤%20Walk%20On%20Memories/,0,0
0.128,THE WAR - The 4th Album,EXO,61,0.591,226062,0.782,0,7,0.114,-5.45,0,0.0389,150.09,4,내가 미쳐 Going Crazy,9,0.709,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/내가%20미쳐%20Going%20Crazy/,0,0
1.24E-05,Emperor of Sand,Mastodon,62,0.341,249533,0.954,0.0234,7,0.0308,-4.745,0,0.082,161.858,3,Sultan's Curse,1,0.229,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sultan's%20Curse/,0,0
4.99E-06,Emperor of Sand,Mastodon,62,0.468,182893,0.977,0.0213,8,0.0543,-4.198,1,0.0645,134.996,4,Show Yourself,2,0.477,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Show%20Yourself/,0,0
2.36E-06,Emperor of Sand,Mastodon,62,0.336,225640,0.961,0.507,7,0.107,-4.852,1,0.117,163.153,4,Precious Stones,3,0.295,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Precious%20Stones/,0,0
4.10E-05,Emperor of Sand,Mastodon,62,0.358,303107,0.981,0.000674,2,0.184,-4.572,1,0.116,165.027,4,Steambreather,4,0.259,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Steambreather/,0,0
0.00012,Emperor of Sand,Mastodon,62,0.453,388200,0.971,0.0492,8,0.114,-6.254,1,0.14,118.067,4,Roots Remain,5,0.0962,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Roots%20Remain/,0,0
6.91E-06,Emperor of Sand,Mastodon,62,0.364,240280,0.96,0.692,5,0.342,-4.551,0,0.0895,154.111,4,Word to the Wise,6,0.363,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Word%20to%20the%20Wise/,0,0
2.79E-06,Emperor of Sand,Mastodon,62,0.347,294440,0.931,0.000772,5,0.276,-4.887,1,0.058,139.789,4,Ancient Kingdom,7,0.348,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ancient%20Kingdom/,0,0
1.40E-05,Emperor of Sand,Mastodon,62,0.267,268467,0.986,0.029,0,0.135,-4.475,1,0.102,160.357,4,Clandestiny,8,0.192,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Clandestiny/,0,0
2.57E-06,Emperor of Sand,Mastodon,62,0.362,245000,0.975,0.294,8,0.478,-5.18,1,0.0806,141.946,4,Andromeda,9,0.345,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Andromeda/,0,0
2.69E-06,Emperor of Sand,Mastodon,62,0.375,199013,0.989,0.132,2,0.182,-6.247,1,0.083,99.066,4,Scorpion Breath,10,0.192,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Scorpion%20Breath/,0,0
5.45E-05,Emperor of Sand,Mastodon,62,0.253,476427,0.934,0.0979,7,0.0969,-5.769,1,0.0636,125.052,4,Jaguar God,11,0.249,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Jaguar%20God/,0,0
3.54E-05,Cursed,Righteous Vendetta,62,0.544,218720,0.936,0.0281,9,0.126,-5.269,0,0.0642,139.99,4,War Is Killing Us All,1,0.208,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/War%20Is%20Killing%20Us%20All/,0,0
0.000235,Cursed,Righteous Vendetta,62,0.547,185520,0.909,0.000455,7,0.137,-5.517,1,0.0642,109.963,4,Cursed,2,0.193,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Cursed/,0,0
5.99E-06,Cursed,Righteous Vendetta,62,0.519,198840,0.892,0.000559,1,0.354,-4.506,1,0.051,95.018,4,Weight of the World,3,0.322,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Weight%20of%20the%20World/,0,0
7.83E-06,Cursed,Righteous Vendetta,62,0.544,208880,0.925,0.0461,9,0.144,-4.255,0,0.0522,101.999,4,Daemons,4,0.357,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Daemons/,0,0
1.06E-05,Cursed,Righteous Vendetta,62,0.526,196560,0.814,0.00398,6,0.295,-4.191,0,0.0382,105.03,4,A Way Out,5,0.43,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/A%20Way%20Out/,0,0
1.27E-05,Cursed,Righteous Vendetta,62,0.534,201613,0.925,0.00757,11,0.374,-4.4,1,0.0678,96.57,4,Defiance,6,0.388,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Defiance/,0,0
1.29E-05,Cursed,Righteous Vendetta,62,0.584,204360,0.969,3.21E-05,4,0.382,-4.437,0,0.123,130.014,4,Psycho,7,0.239,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Psycho/,0,0
1.67E-05,Cursed,Righteous Vendetta,62,0.188,199000,0.84,4.80E-05,1,0.114,-5.073,0,0.0764,169.947,4,Never Say Never,8,0.387,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Never%20Say%20Never/,0,0
1.03E-05,Cursed,Righteous Vendetta,62,0.553,246400,0.916,0.122,8,0.0989,-5.184,0,0.0553,110.016,4,Doomed,9,0.295,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Doomed/,0,0
3.91E-05,Cursed,Righteous Vendetta,62,0.568,223400,0.9,7.93E-06,1,0.257,-5.213,1,0.0643,138.053,4,Burn,10,0.567,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Burn/,0,0
1.36E-05,Cursed,Righteous Vendetta,62,0.471,220627,0.882,2.48E-05,2,0.131,-5.208,0,0.0453,151.044,4,Halfway,11,0.566,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Halfway/,0,0
8.84E-05,Cursed,Righteous Vendetta,62,0.31,225613,0.827,0.00832,0,0.152,-4.811,1,0.0725,196.022,4,Become,12,0.332,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Become/,0,0
0.000153,Cursed,Righteous Vendetta,62,0.516,228640,0.888,0,1,0.333,-4.212,0,0.0641,112.045,4,Strangers,13,0.412,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Strangers/,0,0
