acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost,link,Peak_Pos,WoC
0.949,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.409,176907,0.247,3.65E-05,10,0.456,-12.882,1,0.0396,76.191,5,My Personal Possession - Live,7,0.373,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/My%20Personal%20Possession%20-%20Live/,0,0
0.954,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.302,200787,0.297,0.868,7,0.565,-14.058,1,0.0463,122.73,4,Stardust - Live,8,0.319,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stardust%20-%20Live/,0,0
0.835,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.498,193053,0.564,2.75E-05,1,0.802,-9.294,1,0.0717,84.929,4,The Way You Look Tonight - Live,9,0.739,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Way%20You%20Look%20Tonight%20-%20Live/,0,0
0.924,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.194,170453,0.27,0.575,0,0.504,-15.703,1,0.034,78.025,1,When I Fall in Love - Live,10,0.227,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/When%20I%20Fall%20in%20Love%20-%20Live/,0,0
0.689,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.364,144107,0.815,3.82E-06,7,0.665,-8.847,1,0.38,144.892,4,I'm Gonna Sit Right Down and Write Myself a Letter - Live,11,0.593,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I'm%20Gonna%20Sit%20Right%20Down%20and%20Write%20Myself%20a%20Letter%20-%20Live/,0,0
0.903,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.253,155640,0.306,0.00143,0,0.366,-13.599,1,0.0418,97.401,4,Mona Lisa - Live,12,0.241,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Mona%20Lisa%20-%20Live/,0,0
0.927,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.195,268947,0.25,0.256,7,0.346,-15.101,1,0.0333,166.98,5,Too Young - Live,13,0.123,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Too%20Young%20-%20Live/,0,0
0.639,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.557,176907,0.626,0.635,7,0.93,-10.011,1,0.0757,129.138,4,Where or When - Live,14,0.663,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Where%20or%20When%20-%20Live/,0,0
0.857,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.295,197493,0.425,2.62E-05,4,0.636,-10.987,1,0.0426,87.732,4,Dear Lonely Hearts - Live,15,0.639,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Dear%20Lonely%20Hearts%20-%20Live/,0,0
0.879,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.619,139333,0.341,0.00256,6,0.942,-13.145,0,0.357,90.183,4,I Love a Piano - Live,16,0.456,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Love%20a%20Piano%20-%20Live/,0,0
0.923,Stardust - The Rare Television Performances (Live),Nat King Cole,62,0.407,195133,0.525,0.379,9,0.75,-10.64,1,0.0784,96.916,4,Ramblin' Rose - Live,17,0.587,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Ramblin'%20Rose%20-%20Live/,0,0
0.909,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.59,181107,0.265,0,1,0.151,-10.676,1,0.117,171.164,4,Alexander's Ragtime Band,1,0.753,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Alexander's%20Ragtime%20Band/,0,0
0.956,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.782,147693,0.13,0,3,0.106,-12.031,1,0.0537,131.332,4,I Want To Go Back To Michigan,2,0.781,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Want%20To%20Go%20Back%20To%20Michigan/,0,0
0.837,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.649,168293,0.332,0,3,0.415,-9.686,1,0.065,93.106,4,Heat Wave,3,0.823,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Heat%20Wave/,0,0
0.905,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.579,163827,0.264,1.01E-05,2,0.343,-9.655,0,0.0584,183.668,4,When The Midnight Choo Choo Leaves For Alabam',4,0.817,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/When%20The%20Midnight%20Choo%20Choo%20Leaves%20For%20Alabam'/,0,0
0.88,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.804,162920,0.236,0,9,0.0608,-11.136,0,0.0443,77.56,4,Some Sunny Day,5,0.796,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Some%20Sunny%20Day/,0,0
0.969,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.621,159013,0.0737,0,1,0.159,-13.372,1,0.0309,105.151,4,How Many Times?,6,0.551,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/How%20Many%20Times?/,0,0
0.985,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.769,180147,0.0706,0,8,0.104,-13.348,1,0.0376,103.631,4,Homework,7,0.436,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Homework/,0,0
0.922,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.712,151627,0.309,0,2,0.437,-10.185,1,0.394,132.55,4,Only For Americans,8,0.852,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Only%20For%20Americans/,0,0
0.972,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.554,196360,0.0596,0,2,0.241,-13.876,1,0.0278,93.553,4,I Used To Love You (But It's All Over),9,0.19,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Used%20To%20Love%20You/,0,0
0.909,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.733,184347,0.225,0,9,0.0903,-11.562,0,0.0639,145.885,4,Guys And Dolls,10,0.798,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Guys%20And%20Dolls/,0,0
0.988,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.356,170173,0.133,1.40E-06,5,0.0698,-10.127,1,0.0278,81.577,4,Open Arms - Open Doors,11,0.217,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Open%20Arms%20-%20Open%20Doors/,0,0
0.985,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.527,187653,0.0885,0,0,0.162,-12.81,1,0.0417,75.096,4,The Blossoms On The Bough,12,0.252,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Blossoms%20On%20The%20Bough/,0,0
0.962,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.283,154133,0.0632,0,10,0.138,-12.52,1,0.0302,78.481,4,Stars Are The Windows Of Heaven,13,0.224,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Stars%20Are%20The%20Windows%20Of%20Heaven/,0,0
0.873,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.764,159560,0.363,6.14E-06,1,0.0958,-11.066,1,0.101,60.299,4,Jolly Fella Tarantella,14,0.924,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Jolly%20Fella%20Tarantella/,0,0
0.975,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.392,184493,0.0612,0.000119,9,0.128,-15.886,1,0.0327,94.482,4,My Mom,15,0.151,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/My%20Mom/,0,0
0.964,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.458,167813,0.192,9.08E-06,0,0.122,-11.536,1,0.0406,189.159,3,The Windmill's Turning,16,0.64,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Windmill's%20Turning/,0,0
0.916,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.421,176533,0.0749,0,10,0.179,-14.156,1,0.0302,83.689,3,Wondering,17,0.199,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Wondering/,0,0
0.927,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.861,183680,0.285,0,3,0.114,-11.477,1,0.0445,98.713,4,Sleigh Ride,18,0.915,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Sleigh%20Ride/,0,0
0.976,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.43,181453,0.0492,0,10,0.362,-13.104,1,0.0379,78.14,3,The Wedding Of Lili Marlene,19,0.384,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Wedding%20Of%20Lili%20Marlene/,0,0
0.891,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.813,179920,0.213,0,2,0.0883,-12.256,1,0.0789,133.176,4,A Penny A Kiss - A Penny A Hug,20,0.763,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/A%20Penny%20A%20Kiss%20-%20A%20Penny%20A%20Hug/,0,0
0.974,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.367,163427,0.165,0,6,0.11,-14.294,0,0.0411,74.428,3,Lying In The Hay,21,0.21,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Lying%20In%20The%20Hay/,0,0
0.864,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.544,172440,0.45,0,11,0.186,-10.175,0,0.147,79.828,4,Love Is Such A Cheat,22,0.875,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20Is%20Such%20A%20Cheat/,0,0
0.924,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.733,143360,0.27,0,3,0.0675,-12.553,1,0.113,104.839,4,Way Down Yonder In New Orleans,23,0.835,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Way%20Down%20Yonder%20In%20New%20Orleans/,0,0
0.944,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.565,183893,0.294,0,2,0.187,-12.419,1,0.143,152.211,4,The Old Piano Roll Blues,24,0.884,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Old%20Piano%20Roll%20Blues/,0,0
0.934,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.615,72707,0.176,0,8,0.281,-14.614,1,0.0836,179.796,4,A Rainy Night In Rio,25,0.799,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/A%20Rainy%20Night%20In%20Rio/,0,0
0.991,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.559,61147,0.0265,0,5,0.322,-16.279,1,0.0306,70.812,3,I Don't Know Why,26,0.3,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Don't%20Know%20Why/,0,0
0.895,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.65,136067,0.2,0,1,0.0751,-13.535,1,0.202,155.67,4,"South America, Take It Away",27,0.611,0,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/South%20America,%20Take%20It%20Away/",0,0
0.882,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.659,43533,0.226,0,8,0.229,-15.031,1,0.401,178.857,4,"Beat Me Daddy, Eight To The Bar",28,0.928,0,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/Beat%20Me%20Daddy,%20Eight%20To%20The%20Bar/",0,0
0.977,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.755,85253,0.044,0,1,0.162,-15.891,1,0.0946,73.39,4,Rumors Are Flying,29,0.31,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Rumors%20Are%20Flying/,0,0
0.841,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.779,33107,0.212,0,1,0.183,-12.801,1,0.239,144.839,4,Pennsylvania Polka,30,0.872,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Pennsylvania%20Polka/,0,0
0.802,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.818,156160,0.223,0,9,0.0863,-13,1,0.0966,106.811,4,The Coffee Song,31,0.947,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Coffee%20Song/,0,0
0.958,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.478,23507,0.0432,0,8,0.258,-13.542,1,0.0484,80.931,1,(I'll Be With You) In Apple Blossom Time,32,,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles//,0,0
0.971,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.311,160373,0.0442,0,5,0.102,-13.693,1,0.027,87.644,4,I Love To Tell The Story,33,0.201,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Love%20To%20Tell%20The%20Story/,0,0
0.946,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.271,152013,0.0556,0,5,0.0991,-15.232,1,0.0276,88.255,4,Softly And Tenderly,34,0.234,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Softly%20And%20Tenderly/,0,0
0.956,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.319,147613,0.0441,0,5,0.162,-13.79,1,0.0283,84.498,4,In The Garden,35,0.221,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/In%20The%20Garden/,0,0
0.916,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.433,145360,0.167,0,10,0.128,-11.989,1,0.0341,103.568,3,Count Your Blessings,36,0.326,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Count%20Your%20Blessings/,0,0
0.9,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.797,158227,0.13,0,0,0.0645,-12.711,1,0.0462,113.343,4,Shall We Gather At The River,37,0.519,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Shall%20We%20Gather%20At%20The%20River/,0,0
0.968,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.348,181160,0.0444,0,3,0.0845,-13.341,1,0.0366,75.419,1,The Ninety And Nine,38,0.343,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Ninety%20And%20Nine/,0,0
0.978,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.754,143653,0.0826,0,10,0.171,-11.523,1,0.0493,104.902,4,Brighten The Corner,39,0.473,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Brighten%20The%20Corner/,0,0
0.965,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.459,124600,0.0591,0,5,0.29,-12.964,1,0.0345,80.431,3,Let The Lower Lights Be Burning,40,0.569,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Let%20The%20Lower%20Lights%20Be%20Burning/,0,0
0.955,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.403,176240,0.103,1.23E-06,11,0.29,-13.849,0,0.0297,69.152,4,I Remember Mama,41,0.264,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Remember%20Mama/,0,0
0.921,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.796,161347,0.444,0,0,0.696,-11.979,1,0.0803,131.866,4,She Wore A Yellow Ribbon,42,0.876,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/She%20Wore%20A%20Yellow%20Ribbon/,0,0
0.953,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.583,189467,0.0588,0,1,0.0592,-13.31,1,0.0392,101.064,3,Poor Whip - Poor - Will,43,0.463,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Poor%20Whip%20-%20Poor%20-%20Will/,0,0
0.979,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.51,217293,0.17,0,0,0.0526,-12.785,1,0.0445,105.715,4,The Three Bells,44,0.237,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Three%20Bells/,0,0
0.969,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.299,193760,0.0843,6.19E-06,9,0.208,-13.691,1,0.0313,84.16,4,Love Sends A Little Gift Of Roses,45,0.125,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20Sends%20A%20Little%20Gift%20Of%20Roses/,0,0
0.776,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.87,177320,0.378,0,2,0.286,-11.617,1,0.118,131.641,4,"Go West, Young Man",46,0.862,0,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/Go%20West,%20Young%20Man/",0,0
0.931,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.41,166907,0.198,0,10,0.291,-11.912,1,0.0366,91.458,4,Along The Navajo Trail,47,0.556,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Along%20The%20Navajo%20Trail/,0,0
0.893,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.541,200867,0.0496,0,0,0.368,-14.265,1,0.0317,124.67,4,Have I Told You Lately That I Love You,48,0.424,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Have%20I%20Told%20You%20Lately%20That%20I%20Love%20You/,0,0
0.776,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.69,170227,0.223,0,10,0.315,-13.145,1,0.0424,178.76,4,Quicksilver,49,0.961,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Quicksilver/,0,0
0.922,"Some Sunny Day - The Songbook, The Energy And The Blend",Andrews Sisters,45,0.796,175467,0.175,0,3,0.127,-12.236,1,0.0457,116.24,4,"At The Flying ""W""",50,0.742,0,FALSE,FALSE,FALSE,FALSE,FALSE,"http://www.officialcharts.com/search/singles/At%20The%20Flying%20""W""/",0,0
0.978,The Very Best of Billie Holiday,Billie Holiday,2,0.855,178720,0.439,0.788,7,0.0687,-9.709,1,0.0541,134.974,4,What a Little Moonlight Can Do,1,0.867,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/What%20a%20Little%20Moonlight%20Can%20Do/,0,0
0.99,The Very Best of Billie Holiday,Billie Holiday,2,0.703,195400,0.177,0.253,5,0.406,-16.502,1,0.0681,110.857,4,Pennies from Heaven,2,0.618,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Pennies%20from%20Heaven/,0,0
0.994,The Very Best of Billie Holiday,Billie Holiday,2,0.474,187000,0.229,0.00922,7,0.0875,-10.501,1,0.0381,88.368,4,The Man I Love,3,0.274,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/The%20Man%20I%20Love/,0,0
0.976,The Very Best of Billie Holiday,Billie Holiday,2,0.503,185080,0.0757,3.00E-05,2,0.111,-13.225,0,0.0404,105.289,5,All of Me,4,0.362,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/All%20of%20Me/,0,0
0.99,The Very Best of Billie Holiday,Billie Holiday,2,0.722,184920,0.0956,0.409,5,0.0808,-14.098,1,0.0438,73.515,4,It's a Sin to Tell a Lie,5,0.572,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/It's%20a%20Sin%20to%20Tell%20a%20Lie/,0,0
0.988,The Very Best of Billie Holiday,Billie Holiday,2,0.622,156000,0.24,0.137,10,0.117,-13.121,1,0.0784,78.655,4,Say It With a Kiss,6,0.701,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Say%20It%20With%20a%20Kiss/,0,0
0.984,The Very Best of Billie Holiday,Billie Holiday,2,0.691,191507,0.213,0.82,9,0.186,-15.337,0,0.0987,159.29,4,Nice Work If You Can Get It,7,0.809,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Nice%20Work%20If%20You%20Can%20Get%20It/,0,0
0.977,The Very Best of Billie Holiday,Billie Holiday,2,0.71,189413,0.222,0.175,9,0.0955,-14.888,0,0.0401,108.171,4,Carelessly,8,0.576,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Carelessly/,0,0
0.986,The Very Best of Billie Holiday,Billie Holiday,2,0.709,189640,0.223,0.848,5,0.168,-12.656,1,0.0476,118.885,4,I'll Get By,9,0.606,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I'll%20Get%20By/,0,0
0.992,The Very Best of Billie Holiday,Billie Holiday,2,0.527,201000,0.0778,0.0442,0,0.259,-13.267,0,0.0556,69.856,4,Love Me or Leave Me,10,0.427,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Love%20Me%20or%20Leave%20Me/,0,0
0.994,The Very Best of Billie Holiday,Billie Holiday,2,0.503,185973,0.116,0.82,8,0.121,-16.185,1,0.0609,89.187,4,Easy Living,11,0.56,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Easy%20Living/,0,0
0.99,The Very Best of Billie Holiday,Billie Holiday,2,0.76,161053,0.0711,0.00671,10,0.186,-16.875,1,0.0509,103.669,4,He's Funny That Way,12,0.713,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/He's%20Funny%20That%20Way/,0,0
0.978,The Very Best of Billie Holiday,Billie Holiday,2,0.778,184320,0.138,0.00117,3,0.0797,-15.108,1,0.083,99.907,4,My Man,13,0.614,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/My%20Man/,0,0
0.982,The Very Best of Billie Holiday,Billie Holiday,2,0.629,162280,0.344,0.000152,10,0.107,-10.534,1,0.0439,78.914,4,Back In Your Own Backyard,14,0.799,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Back%20In%20Your%20Own%20Backyard/,0,0
0.993,The Very Best of Billie Holiday,Billie Holiday,2,0.47,187493,0.119,0.0613,0,0.16,-14.708,1,0.0373,77.405,3,Time On My Hands,15,0.312,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Time%20On%20My%20Hands/,0,0
0.992,The Very Best of Billie Holiday,Billie Holiday,2,0.521,199520,0.0604,0.000901,7,0.095,-16.277,0,0.033,80.461,4,Georgia On My Mind,16,0.206,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Georgia%20On%20My%20Mind/,0,0
0.993,The Very Best of Billie Holiday,Billie Holiday,2,0.811,185347,0.269,0.615,0,0.103,-13.226,1,0.0647,104.864,4,Twenty Four Hours a Day,17,0.95,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Twenty%20Four%20Hours%20a%20Day/,0,0
0.993,The Very Best of Billie Holiday,Billie Holiday,2,0.81,190000,0.123,0.176,9,0.116,-15.564,0,0.0479,108.403,4,Mean to Me,18,0.654,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Mean%20to%20Me/,0,0
0.993,The Very Best of Billie Holiday,Billie Holiday,2,0.647,183000,0.0943,0.282,10,0.0837,-15.376,1,0.0565,139.312,3,Foolin' Myself,19,0.475,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Foolin'%20Myself/,0,0
0.991,The Very Best of Billie Holiday,Billie Holiday,2,0.617,174853,0.383,0.0106,2,0.0939,-10.193,1,0.0349,93.326,4,Laughing at Life,20,0.706,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Laughing%20at%20Life/,0,0
0.753,Someone To Watch Over Me,Ella Fitzgerald,59,0.304,194333,0.309,0,8,0.115,-11.466,1,0.0292,135.199,4,People Will Say We're In Love,1,0.348,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/People%20Will%20Say%20We're%20In%20Love/,0,0
0.955,Someone To Watch Over Me,Ella Fitzgerald,59,0.278,205800,0.155,6.89E-06,7,0.112,-13.45,1,0.0328,130.334,5,Someone To Watch Over Me,2,0.193,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Someone%20To%20Watch%20Over%20Me/,0,0
0.44,Someone To Watch Over Me,Ella Fitzgerald,59,0.404,279907,0.336,0,5,0.154,-12.863,0,0.0476,149.938,3,They Can't Take That Away From Me,3,0.456,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/They%20Can't%20Take%20That%20Away%20From%20Me/,0,0
0.94,Someone To Watch Over Me,Ella Fitzgerald,59,0.208,214627,0.202,9.10E-05,5,0.158,-14.249,1,0.0333,73.053,4,Bewitched,4,0.237,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Bewitched/,0,0
0.748,Someone To Watch Over Me,Ella Fitzgerald,59,0.323,255480,0.259,0,8,0.279,-12.67,1,0.0322,131.778,4,I Get A Kick Out Of You,5,0.36,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/I%20Get%20A%20Kick%20Out%20Of%20You/,0,0
0.904,Someone To Watch Over Me,Ella Fitzgerald,59,0.26,178693,0.206,6.34E-06,4,0.3,-13.86,1,0.0323,110.744,4,Misty,6,0.15,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Misty/,0,0
0.814,Someone To Watch Over Me,Ella Fitzgerald,59,0.478,180067,0.308,0,5,0.321,-11.689,1,0.0339,115.276,4,Makin' Whoopee!,7,0.622,0,FALSE,FALSE,FALSE,FALSE,FALSE,http://www.officialcharts.com/search/singles/Makin'%20Whoopee!/,0,0
